Species	Ks
LMA_LMB	0.136911
LMA_LMB	0.176575
LMA_LMB	0.147196
LMA_LMB	0.182476
LMA_LMB	0.00454287
LMA_LMB	0.117411
LMA_LMB	0.148305
LMA_LMB	0.200737
LMA_LMB	0.062387
LMA_LMB	0.921499
LMA_LMB	0.445967
LMA_LMB	0.25645
LMA_LMB	0.0390492
LMA_LMB	0.264407
LMA_LMB	0.169283
LMA_LMB	0.0725995
LMA_LMB	0.0487484
LMA_LMB	0.327968
LMA_LMB	0.509474
LMA_LMB	0.110613
LMA_LMB	0.127983
LMA_LMB	0.254237
LMA_LMB	0.33945
LMA_LMB	0.429812
LMA_LMB	0.339833
LMA_LMB	0.601258
LMA_LMB	0.122302
LMA_LMB	0.175077
LMA_LMB	0.311404
LMA_LMB	0.330745
LMA_LMB	0.368852
LMA_LMB	0.281429
LMA_LMB	0.213913
LMA_LMB	0.451569
LMA_LMB	0.378815
LMA_LMB	0.0938272
LMA_LMB	0.719959
LMA_LMB	0.0817175
LMA_LMB	0.144476
LMA_LMB	0.321732
LMA_LMB	0.267722
LMA_LMB	0.115741
LMA_LMB	0.0389831
LMA_LMB	0.0358602
LMA_LMB	0.076723
LMA_LMB	0.0280146
LMA_LMB	0.76815
LMA_LMB	0.0658747
LMA_LMB	0.545012
LMA_LMB	0.141026
LMA_LMB	0.0469388
LMA_LMB	0.0194004
LMA_LMB	0.208006
LMA_LMB	0.0311526
LMA_LMB	0.178571
LMA_LMB	0.136937
LMA_LMB	0.15427
LMA_LMB	0.217865
LMA_LMB	0.0568522
LMA_LMB	0.157746
LMA_LMB	0.0698529
LMA_LMB	0.455681
LMA_LMB	0.261682
LMA_LMB	0.116098
LMA_LMB	0.212984
LMA_LMB	0.0783439
LMA_LMB	0.0275898
LMA_LMB	0.124173
LMA_LMB	0.34357
LMA_LMB	0.191446
LMA_LMB	0.510937
LMA_LMB	0.411619
LMA_LMB	0.285544
LMA_LMB	0.0713656
LMA_LMB	0.250438
LMA_LMB	0.070612
LMA_LMB	0.398258
LMA_LMB	0.0854197
LMA_LMB	0.125182
LMA_LMB	0.142433
LMA_LMB	0.995698
LMA_LMB	0.54186
LMA_LMB	0.418421
LMA_LMB	0.171569
LMA_LMB	0.334936
LMA_LMB	0.28375
LMA_LMB	0.314335
LMA_LMB	0.0624496
LMA_LMB	0.450206
LMA_LMB	0.18626
LMA_LMB	0.0659341
LMA_LMB	0.201014
LMA_LMB	0.0558733
LMA_LMB	1.53798
LMA_LMB	0.0995671
LMA_LMB	0.192701
LMA_LMB	0.0810526
LMA_LMB	0.605516
LMA_LMB	0.283302
LMA_LMB	0.197674
LMA_LMB	0.138095
LMA_LMB	0.267143
LMA_LMB	0.0461192
LMA_LMB	0.349432
LMA_LMB	0.483428
